StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_>=10000;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:39.415133	1763134239.415133;00:00:00;00:00:00;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:39.415280	1763134239.415280;2025-11-14	12:30:40.419523	1763134240.419523;00:00:01;00:00:01;130;128.486;128.358;0;0;129;129;129;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:40.419727	1763134240.419727;2025-11-14	12:30:41.422672	1763134241.422672;00:00:01;00:00:02;130;130.739;129.482;0;0;131;260;260;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:41.422840	1763134241.422840;2025-11-14	12:30:42.427567	1763134242.427567;00:00:01;00:00:03;130;130.478;129.771;0;0;131;391;391;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:42.427745	1763134242.427745;2025-11-14	12:30:43.430762	1763134243.430762;00:00:01;00:00:04;130;129.611;129.731;0;0;130;521;521;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:43.430909	1763134243.430909;2025-11-14	12:30:44.434887	1763134244.434887;00:00:01;00:00:05;133;130.608;129.855;0;0;131;652;652;652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:44.435064	1763134244.435064;2025-11-14	12:30:45.439117	1763134245.439117;00:00:01;00:00:06;135;132.47;130.29;0;0;133;785;785;785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;3;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:45.439317	1763134245.439317;2025-11-14	12:30:46.443281	1763134246.443281;00:00:01;00:00:07;136;134.596;130.886;0;0;135;920;920;920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;4;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:46.443444	1763134246.443444;2025-11-14	12:30:47.446751	1763134247.446751;00:00:01;00:00:08;137;137.587;131.723;0;0;138;1058;1058;1058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:47.446901	1763134247.446901;2025-11-14	12:30:48.451587	1763134248.451587;00:00:01;00:00:09;137;136.454;132.234;0;0;137;1195;1195;1195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;2;6;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:48.451751	1763134248.451751;2025-11-14	12:30:49.455646	1763134249.455646;00:00:01;00:00:10;137;137.587;132.756;0;0;138;1333;1333;1333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;3;9;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:49.455778	1763134249.455778;2025-11-14	12:30:50.459277	1763134250.459277;00:00:01;00:00:11;137;136.59;133.092;0;0;137;1470;1470;1470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;0;0;0;0;0;0;3;12;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:50.459412	1763134250.459412;2025-11-14	12:30:51.463411	1763134251.463411;00:00:01;00:00:12;137;137.587;133.455;0;0;138;1608;1608;1608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;15;0;0;0;0;0;0;4;16;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:51.463593	1763134251.463593;2025-11-14	12:30:52.467161	1763134252.467161;00:00:01;00:00:13;137;137.587;133.762;0;0;138;1746;1746;1746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;19;0;0;0;0;0;0;4;20;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:52.467314	1763134252.467314;2025-11-14	12:30:53.471010	1763134253.471010;00:00:01;00:00:14;137;136.59;133.955;0;0;137;1883;1883;1883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;23;0;0;0;0;0;0;4;24;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:53.471137	1763134253.471137;2025-11-14	12:30:54.475412	1763134254.475412;00:00:01;00:00:15;137;137.45;134.188;0;0;138;2021;2021;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;24;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:54.475586	1763134254.475586;2025-11-14	12:30:55.479585	1763134255.479585;00:00:01;00:00:16;137;136.59;134.329;0;0;137;2158;2158;2158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;27;0;0;0;0;0;0;4;28;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:55.479696	1763134255.479696;2025-11-14	12:30:56.482943	1763134256.482943;00:00:01;00:00:17;137;137.587;134.513;0;0;138;2296;2296;2296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;30;0;0;0;0;0;0;3;31;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:56.483075	1763134256.483075;2025-11-14	12:30:57.487278	1763134257.487278;00:00:01;00:00:18;137;136.454;134.621;0;0;137;2433;2433;2433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;32;0;0;0;0;0;0;2;33;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:57.487454	1763134257.487454;2025-11-14	12:30:58.490904	1763134258.490904;00:00:01;00:00:19;137;137.587;134.77;0;0;138;2571;2571;2571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;35;0;0;0;0;0;0;3;36;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:58.491047	1763134258.491047;2025-11-14	12:30:59.494726	1763134259.494726;00:00:01;00:00:20;137;136.59;134.861;0;0;137;2708;2708;2708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;39;0;0;0;0;0;0;4;40;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-14	12:30:39.413804	1763134239.413804;2025-11-14	12:30:59.494856	1763134259.494856;2025-11-14	12:31:00.499243	1763134260.499243;00:00:01;00:00:21;137;137.45;134.977;0;0;138;2846;2846;2846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;43;0;0;0;0;0;0;4;44;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
