StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_<5000;CallLengthRepartition_<10000;CallLengthRepartition_>=10000;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:28.544032	1762884988.544032;00:00:00;00:00:00;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:28.544169	1762884988.544169;2025-11-11	15:16:29.547403	1762884989.547403;00:00:01;00:00:01;30;29.9103;29.8507;0;0;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;3;4;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:29.547563	1762884989.547563;2025-11-11	15:16:30.551262	1762884990.551262;00:00:01;00:00:02;30;29.9103;29.8656;0;0;30;60;60;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;0;0;0;0;0;0;6;10;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:30.551408	1762884990.551408;2025-11-11	15:16:31.554778	1762884991.554778;00:00:01;00:00:03;30;29.9103;29.8805;0;0;30;90;90;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;14;0;0;0;0;0;0;5;15;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:31.554916	1762884991.554916;2025-11-11	15:16:32.559363	1762884992.559363;00:00:01;00:00:04;30;29.8805;29.873;0;0;30;120;120;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18;0;0;0;0;0;0;4;19;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:32.559494	1762884992.559494;2025-11-11	15:16:33.563579	1762884993.563579;00:00:01;00:00:05;30;29.8805;29.8745;0;0;30;150;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;24;0;0;0;0;0;0;6;25;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:33.563708	1762884993.563708;2025-11-11	15:16:34.567697	1762884994.567697;00:00:01;00:00:06;30;29.9103;29.8755;0;0;30;180;180;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;1;26;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:34.610858	1762884994.610858;2025-11-11	15:16:35.570728	1762884995.570728;00:00:00;00:00:07;30;31.2826;29.8805;0;0;30;210;210;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;27;0;0;0;0;0;0;2;28;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:35.570869	1762884995.570869;2025-11-11	15:16:36.575020	1762884996.575020;00:00:01;00:00:08;30;29.8805;29.8768;0;0;30;240;240;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;29;0;0;0;0;0;0;2;30;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
2025-11-11	15:16:28.541967	1762884988.541967;2025-11-11	15:16:36.575165	1762884996.575165;2025-11-11	15:16:37.579283	1762884997.579283;00:00:01;00:00:09;30;29.8805;29.8772;0;0;30;270;270;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;32;0;0;0;0;0;0;3;33;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;
