StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:30:13.795579	1761762613.795579;00:00:00;00:00:00;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:30:13.795719	1761762613.795719;2025-10-29	15:31:13.796312	1761762673.796312;00:01:00;00:01:00;640;640;639.989;0;0;38400;38400;38400;38400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;0;0;0;0;0;0;36;37;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:31:13.796455	1761762673.796455;2025-10-29	15:32:13.800516	1761762733.800516;00:01:00;00:02:00;640;639.991;639.985;0;0;38402;76802;76802;62381;12863;12863;1558;1558;0;0;0;0;0;0;0;0;1558;1558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;1558;1595;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:01:29:113000;00:01:29:113000;00:00:31:014000;00:00:31:014000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:32:13.800706	1761762733.800706;2025-10-29	15:33:13.804826	1761762793.804826;00:01:00;00:03:00;640;639.841;639.937;0;0;38393;115195;115195;62369;38401;51264;4;1562;0;0;0;0;0;0;0;0;4;1562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;4;1599;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:002000;00:00:00:001000;00:01:39:896000;00:01:36:953000;00:00:01:019000;00:01:23:047000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:33:13.804979	1761762793.804979;2025-10-29	15:34:13.808085	1761762853.808085;00:01:00;00:04:00;640;639.801;639.903;0;0;38390;153585;153585;62353;36846;88110;1560;3122;0;0;0;0;0;0;0;0;1560;3122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;1560;3159;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:001000;00:00:00:001000;00:01:35:850000;00:01:36:488000;00:00:19:722000;00:01:35:891000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:34:13.808287	1761762853.808287;2025-10-29	15:35:13.812980	1761762913.812980;00:01:00;00:05:00;640;639.641;639.848;0;0;38381;191966;191966;62391;36847;124957;1496;4618;0;0;0;0;0;0;0;0;1496;4618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;1496;4655;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:001000;00:00:00:001000;00:01:36:010000;00:01:36:347000;00:00:19:345000;00:01:35:565000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:35:13.813186	1761762913.813186;2025-10-29	15:36:13.816853	1761762973.816853;00:01:00;00:06:00;640;639.751;639.83;0;0;38387;230353;230353;62376;38356;163313;46;4664;0;0;0;0;0;0;0;0;46;4664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;46;4701;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:001000;00:00:00:001000;00:01:39:788000;00:01:37:134000;00:00:03:455000;00:01:37:067000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:36:13.817028	1761762973.817028;2025-10-29	15:37:13.820525	1761763033.820525;00:01:00;00:07:00;640;639.718;639.813;0;0;38385;268738;268738;62368;36864;200177;1529;6193;0;0;0;0;0;0;0;0;1529;6193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;1529;6230;0;0;0;0;0;0;00:00:00:021000;00:00:00:003000;00:00:00:080000;00:00:00:031000;00:01:35:951000;00:01:36:914000;00:00:19:541000;00:01:36:884000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:37:13.820695	1761763033.820695;2025-10-29	15:38:13.824207	1761763093.824207;00:01:00;00:08:00;640;639.601;639.786;0;0;38378;307116;307116;62393;37837;238014;516;6709;0;0;0;0;0;0;0;0;516;6709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;516;6746;0;0;0;0;0;0;00:00:00:000000;00:00:00:003000;00:00:00:001000;00:00:00:029000;00:01:38:579000;00:01:37:175000;00:00:11:512000;00:01:37:501000;
2025-10-29	15:30:13.794515	1761762613.794515;2025-10-29	15:38:13.824342	1761763093.824342;2025-10-29	15:39:13.828132	1761763153.828132;00:01:00;00:09:00;640;639.701;639.776;0;0;38384;345500;345500;62361;37387;275401;1029;7738;0;0;0;0;0;0;0;0;1029;7738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;1029;7775;0;0;0;0;0;0;00:00:00:000000;00:00:00:002000;00:00:00:002000;00:00:00:027000;00:01:37:260000;00:01:37:186000;00:00:16:136000;00:01:38:486000;
